,count,POS_Tag,word,PMI_Negative,SOW,PMI_Positive,tag
99420,3,VBG,plaguing,-2.01016911157,0.139800244943,-1.87036886663,1
99426,1,VBG,sculpting,-0.425206610853,0.425206610853,,1
99427,61,VB,disclose,-1.35594394842,-1.00221875993,-2.35816270835,1
99434,2,JJ,affective,-1.42520661085,-0.860199755057,-2.28540636591,1
99445,1,RB,fnally,,-1.28540636591,-1.28540636591,1
99448,1,VBG,relinquishing,,-1.28540636591,-1.28540636591,1
99456,1,RB,decievingly,,-1.28540636591,-1.28540636591,1
99461,12,RB,gentlemanly,-2.01016911157,0.139800244943,-1.87036886663,1
99467,4,JJ,undid,-1.42520661085,-0.860199755057,-2.28540636591,1
99475,5,VBN,galvanized,-2.74713470574,1.13980024494,-1.6073344608,1
99477,2,VBN,outperformed,,-1.28540636591,-1.28540636591,1
99484,1,VBN,pholooded,,-1.28540636591,-1.28540636591,1
99487,6,VBG,wagging,-1.42520661085,-0.860199755057,-2.28540636591,1
99495,4,JJ,amercian,-1.42520661085,-0.860199755057,-2.28540636591,1
99501,2,VBN,muled,-0.425206610853,0.425206610853,,1
99517,1,VBN,douchetarded,-0.425206610853,0.425206610853,,1
99524,15,JJ,underpriced,-4.33209720646,2.947155167,-1.38494203946,1
99536,1,VBN,happned,,-1.28540636591,-1.28540636591,1
99547,3,VBN,irdered,-2.01016911157,0.139800244943,-1.87036886663,1
99560,44,VBN,linked,-1.5627101346,-0.597165349223,-2.15987548383,1
99561,18,VBN,ringed,-2.01016911157,0.139800244943,-1.87036886663,1
99563,233,JJ,unbearable,-1.06057406501,-1.71397901421,-2.77455307922,1
99583,81,RB,unbearably,-1.12120042396,-1.54985963444,-2.67106005841,1
99585,1,VBG,ebbryting,-0.425206610853,0.425206610853,,1
99603,1,VBG,ceilling,,-1.28540636591,-1.28540636591,1
99604,1,VBG,cusioning,-0.425206610853,0.425206610853,,1
99610,1,VBN,iaded,-0.425206610853,0.425206610853,,1
99615,1,VBN,misbalanced,-0.425206610853,0.425206610853,,1
99627,3016,VBD,agreed,-1.32630887454,-1.06527696421,-2.39158583875,1
99629,147,RB,artfully,-2.98102276591,1.42668139273,-1.55434137318,1
99631,10,JJ,technician,-0.939779783683,-2.08259217639,-3.02237196008,1
99650,5,JJ,upscalish,-0.74713470574,-2.86019975506,-3.6073344608,1
99656,26,VBN,neared,-1.42520661085,-0.860199755057,-2.28540636591,1
99658,1,VBG,thsnkgiving,-0.425206610853,0.425206610853,,1
99659,16260,JJ,local,-2.18452615458,0.394021857049,-1.79050429753,1
99669,2,JJ,nutrional,-1.42520661085,-0.860199755057,-2.28540636591,1
99685,9,JJ,avoidable,-1.27320351741,-1.18212784994,-2.45533136735,1
99694,1,VB,standarize,-0.425206610853,0.425206610853,,1
99695,1,VBN,regrated,-0.425206610853,0.425206610853,,1
99697,6,VBG,refereshing,-3.01016911157,1.46172833983,-1.54844077174,1
99702,710,VBN,signed,-1.51750345817,-0.68115740886,-2.19866086703,1
99703,386,VBN,buzzed,-1.91963156516,0.00177009405043,-1.91786147111,1
99706,1,JJ,luminous,,-1.28540636591,-1.28540636591,1
99717,1,JJ,louisian,,-1.28540636591,-1.28540636591,1
99731,4,VBN,slamed,-0.425206610853,0.425206610853,,1
99739,1,JJ,uncompleted,-0.425206610853,0.425206610853,,1
99749,1,RB,broully,-0.425206610853,0.425206610853,,1
99751,1,RB,whoreishly,-0.425206610853,0.425206610853,,1
99754,20,VBN,waisted,-0.74713470574,-2.86019975506,-3.6073344608,1
99762,9,JJ,tactical,-2.01016911157,0.139800244943,-1.87036886663,1
99768,75,JJ,unclear,-1.06906280063,-1.69027475361,-2.75933755424,1
99772,1,RB,rampantly,,-1.28540636591,-1.28540636591,1
99774,1,VBG,fortysomething,-0.425206610853,0.425206610853,,1
99776,2,JJ,disreputable,-1.42520661085,-0.860199755057,-2.28540636591,1
99778,1,JJ,unbite,-0.425206610853,0.425206610853,,1
99787,1,RB,everyonethere,,-1.28540636591,-1.28540636591,1
99788,108,JJ,unclean,-0.672299472818,-3.28053155401,-3.95283102682,1
99790,1,RB,hardely,-0.425206610853,0.425206610853,,1
99792,27,VBN,occured,-0.787776690238,-2.66755467711,-3.45533136735,1
99796,1,JJ,completable,,-1.28540636591,-1.28540636591,1
99812,5,VBN,bedded,-2.74713470574,1.13980024494,-1.6073344608,1
99820,160,VBG,ensuring,-2.0466949876,0.194248028965,-1.85244695863,1
99822,122,VBN,remedied,-1.86409085209,-0.0852663106919,-1.94935716278,1
99823,1,VBN,spammed,-0.425206610853,0.425206610853,,1
99826,1,RB,unexpectingly,,-1.28540636591,-1.28540636591,1
99828,4,JJ,cacophonous,,-1.28540636591,-1.28540636591,1
99850,324,VBG,ringing,-1.07855608655,-1.66405723288,-2.74261331943,1
99855,1672,RB,thus,-1.67518486386,-0.397227778715,-2.07241264258,1
99868,13,JJ,sicillian,-2.54068382827,0.876765839109,-1.66391798916,1
99871,1,JJ,veggielicious,,-1.28540636591,-1.28540636591,1
99873,6832,RB,perhaps,-1.23663224113,-1.26575674075,-2.50238898188,1
99876,3,JJ,ungarnished,-1.01016911157,-1.86019975506,-2.87036886663,1
99878,12,JJ,geographical,-2.01016911157,0.139800244943,-1.87036886663,1
99879,737,JJS,largest,-2.20253457036,0.419513391923,-1.78302117844,1
99882,5,VBN,waitressed,-0.74713470574,-2.86019975506,-3.6073344608,1
99885,4480,JJ,difficult,-1.55308143341,-0.614867350957,-2.16794878436,1
99895,68,VBN,conceived,-1.60577885649,-0.519162837222,-2.12494169372,1
99899,2,RB,tangibly,,-1.28540636591,-1.28540636591,1
99904,10,JJ,laborious,-1.74713470574,-0.275237254336,-2.02237196008,1
99905,3,RB,tastelessly,-0.425206610853,0.425206610853,,1
99915,2,RB,reeeeaaaaally,,-1.28540636591,-1.28540636591,1
99917,2,JJ,unimpeachable,,-1.28540636591,-1.28540636591,1
99924,1,RB,riendly,,-1.28540636591,-1.28540636591,1
99927,3,JJ,undertaken,-2.01016911157,0.139800244943,-1.87036886663,1
99928,1,RB,deffntly,,-1.28540636591,-1.28540636591,1
99932,546,JJ,excessive,-1.18704687366,-1.38376171111,-2.57080858477,1
99948,4,JJ,untested,-1.42520661085,-0.860199755057,-2.28540636591,1
99961,8,VBG,arresting,-1.84024411013,-0.123234160891,-1.96347827102,1
99963,1,JJ,minimual,,-1.28540636591,-1.28540636591,1
99966,1,VBG,composting,-0.425206610853,0.425206610853,,1
99977,2,RB,athletically,-1.42520661085,-0.860199755057,-2.28540636591,1
99984,1,JJ,prese,-0.425206610853,0.425206610853,,1
99985,12,RB,frighteningly,-1.01016911157,-1.86019975506,-2.87036886663,1
99986,1,JJ,holographic,,-1.28540636591,-1.28540636591,1
99988,104,JJ,facial,-1.03818348774,-1.77773759487,-2.81592108261,1
99996,13,VBN,goddamned,-1.31829140694,-1.08259217639,-2.40088358333,1
100004,2,JJ,paleolithic,-0.425206610853,0.425206610853,,1
100008,134,VBG,adjoining,-1.63331480618,-0.470253236741,-2.10356804292,1
100011,5,RB,exhaustively,-2.74713470574,1.13980024494,-1.6073344608,1
100020,1,VBN,eightied,,-1.28540636591,-1.28540636591,1
100029,1,JJS,meest,,-1.28540636591,-1.28540636591,1
100048,3,VBG,harkening,-2.01016911157,0.139800244943,-1.87036886663,1
100049,1,VBN,enterned,,-1.28540636591,-1.28540636591,1
100082,2,JJ,animalistic,-0.425206610853,0.425206610853,,1
100085,1,VBG,aaaaammmaazing,,-1.28540636591,-1.28540636591,1
100086,5,VBG,converging,-2.74713470574,1.13980024494,-1.6073344608,1
100087,1,JJS,wildernest,-0.425206610853,0.425206610853,,1
100099,5,VBG,evoking,-1.16217220502,-1.44516225578,-2.6073344608,1
100100,1,VBN,aproched,-0.425206610853,0.425206610853,,1
100108,3,JJ,egalitarian,,-1.28540636591,-1.28540636591,1
100110,2,JJ,chiropractic,-1.42520661085,-0.860199755057,-2.28540636591,1
100115,1,RB,luxuriantly,,-1.28540636591,-1.28540636591,1
100125,1,RB,congruently,,-1.28540636591,-1.28540636591,1
100134,1,RB,permantely,,-1.28540636591,-1.28540636591,1
100137,1,VBN,placeused,-0.425206610853,0.425206610853,,1
100152,2,VBG,sympathizing,-0.425206610853,0.425206610853,,1
100155,1,VBN,anticiated,,-1.28540636591,-1.28540636591,1
100158,191,VBG,resting,-1.51078234256,-0.693841368635,-2.20462371119,1
100159,1,VBN,inspirted,-0.425206610853,0.425206610853,,1
100161,33,VBN,mislabeled,-0.611619735084,-3.71818075018,-4.32980048527,1
100170,4,VBN,kneaded,-0.840244110132,-2.44516225578,-3.28540636591,1
100173,1,VBG,servising,,-1.28540636591,-1.28540636591,1
100174,1,VBG,roughhousing,,-1.28540636591,-1.28540636591,1
100180,8675,JJ,incredible,-3.77314503298,2.33859687435,-1.43454815863,1
100184,1,JJ,marginable,,-1.28540636591,-1.28540636591,1
100185,1,JJS,nastyest,-0.425206610853,0.425206610853,,1
100187,27,VBN,curtained,-2.5951316123,0.947155167,-1.64797644529,1
100193,5418,RB,incredibly,-1.85792638769,-0.0950456168063,-1.9529720045,1
100195,18,VBG,overpricing,-0.894691894154,-2.23871137831,-3.13340327247,1
100202,4063,VBN,shredded,-1.65864875792,-0.425880422624,-2.08452918054,1
100216,8,VBG,coupling,-1.84024411013,-0.123234160891,-1.96347827102,1
100223,1,VBN,samshed,-0.425206610853,0.425206610853,,1
100231,3,VBG,thanksliving,,-1.28540636591,-1.28540636591,1
100236,2,JJ,strategical,,-1.28540636591,-1.28540636591,1
100240,3,VBN,finessed,,-1.28540636591,-1.28540636591,1
100241,27,VBN,cussed,-0.656532156959,-3.38376171111,-4.04029386807,1
100249,5,RB,uncannily,-1.16217220502,-1.44516225578,-2.6073344608,1
100252,4,VBG,conjuring,,-1.28540636591,-1.28540636591,1
100262,17,JJ,unanswered,-0.927706951382,-2.12323416089,-3.05094111227,1
100268,4,VBN,brled,,-1.28540636591,-1.28540636591,1
100270,3,RB,defenatly,-1.01016911157,-1.86019975506,-2.87036886663,1
100273,1,RB,singlehandledly,,-1.28540636591,-1.28540636591,1
100281,2,JJ,lillian,-1.42520661085,-0.860199755057,-2.28540636591,1
100282,11,VBN,preceeded,-1.5627101346,-0.597165349223,-2.15987548383,1
100285,1,RB,ohmygodheavenly,,-1.28540636591,-1.28540636591,1
100295,11,VBN,differentiated,-1.88463822949,-0.0528448329995,-1.93748306249,1
100298,1,VBG,yachting,-0.425206610853,0.425206610853,,1
100300,1,VBN,fritted,-0.425206610853,0.425206610853,,1
100322,1,VBN,infringed,,-1.28540636591,-1.28540636591,1
100325,2,RB,bearingly,-1.42520661085,-0.860199755057,-2.28540636591,1
100328,1,VBG,chongching,,-1.28540636591,-1.28540636591,1
100334,1,VBN,charted,-0.425206610853,0.425206610853,,1
100338,13,VBG,shrugging,-0.666214710357,-3.31963137369,-3.98584608405,1
100342,1,VBG,muffling,-0.425206610853,0.425206610853,,1
100343,33330,RB,quite,-1.76938078434,-0.238348772022,-2.00772955636,1
100346,4,RB,medically,-0.840244110132,-2.44516225578,-3.28540636591,1
100363,14,VBN,intentioned,-0.910633438023,-2.18212784994,-3.09276128797,1
100379,1,RB,mearsureably,,-1.28540636591,-1.28540636591,1
100382,3,JJ,addtional,-1.01016911157,-1.86019975506,-2.87036886663,1
100391,474,JJ,military,-1.52604730036,-0.665108739754,-2.19115604011,1
100416,141,VBG,cheating,-1.63402062569,-0.469008997733,-2.10302962342,1
100423,1,JJ,upleveled,,-1.28540636591,-1.28540636591,1
100427,3,JJ,scottsdalian,-2.01016911157,0.139800244943,-1.87036886663,1
100446,1,JJ,australlian,,-1.28540636591,-1.28540636591,1
100448,32,VBG,tying,-1.3377437696,-1.0407720007,-2.3785157703,1
100458,5,JJ,unaffiliated,-1.74713470574,-0.275237254336,-2.02237196008,1
100460,184,VBN,famed,-1.64498781873,-0.449734985568,-2.0947228043,1
100480,764,VBN,organized,-1.92581984184,0.0113518794767,-1.91446796236,1
100487,3,VB,respose,-0.425206610853,0.425206610853,,1
100488,101,VBG,cruising,-1.99595525235,0.11842659415,-1.8775286582,1
100518,1,VBG,thankliving,,-1.28540636591,-1.28540636591,1
100522,3,RB,unbelivably,-1.01016911157,-1.86019975506,-2.87036886663,1
100523,2,RB,ungracefully,-1.42520661085,-0.860199755057,-2.28540636591,1
100524,49,VBN,destined,-1.64759903219,-0.445162255778,-2.09276128797,1
100530,1,RB,earrrrrrly,-0.425206610853,0.425206610853,,1
100531,4,VBG,obscuring,-1.42520661085,-0.860199755057,-2.28540636591,1
100536,233,JJ,effective,-1.79753965918,-0.192181514608,-1.98972117379,1
100544,22,VBG,luring,-1.5627101346,-0.597165349223,-2.15987548383,1
100549,4,VBN,oppossed,,-1.28540636591,-1.28540636591,1
100570,1,VBN,itneeded,-0.425206610853,0.425206610853,,1
100571,32,RB,diagonally,-2.25528160941,0.493437199558,-1.76184440985,1
100574,1,RB,bemusedly,,-1.28540636591,-1.28540636591,1
100578,126,RB,lovingly,-2.94305491572,1.38080834445,-1.56224657127,1
100579,6,VBN,satsified,-1.42520661085,-0.860199755057,-2.28540636591,1
100588,1,VBD,hidded,,-1.28540636591,-1.28540636591,1
100589,36,VBN,matured,-1.20281418952,-1.34562658223,-2.54844077174,1
100591,5,VBG,accentuating,-1.16217220502,-1.44516225578,-2.6073344608,1
100595,1,VBN,continuted,,-1.28540636591,-1.28540636591,1
100605,135,VBG,slicing,-1.47965439488,-0.753284551141,-2.23293894602,1
100606,1,VBG,conisdering,,-1.28540636591,-1.28540636591,1
100616,20,JJ,structural,-1.16217220502,-1.44516225578,-2.6073344608,1
100623,1,JJ,superdelectable,,-1.28540636591,-1.28540636591,1
100628,1,VBG,wedsing,,-1.28540636591,-1.28540636591,1
100632,1,VBN,devowered,,-1.28540636591,-1.28540636591,1
100635,2,JJ,boombastic,,-1.28540636591,-1.28540636591,1
100637,1,VBG,presupposing,-0.425206610853,0.425206610853,,1
100647,54,VBN,blinded,-1.53623792324,-0.646074949704,-2.18231287295,1
100675,4,VBG,subsiding,,-1.28540636591,-1.28540636591,1
100688,1,VBG,duiring,,-1.28540636591,-1.28540636591,1
100690,1,VBN,tched,-0.425206610853,0.425206610853,,1
100707,3,VBN,bated,-0.425206610853,0.425206610853,,1
100737,4,VBG,shoping,,-1.28540636591,-1.28540636591,1
100739,1,RB,6philly,,-1.28540636591,-1.28540636591,1
100744,56,VBG,touting,-1.27836522252,-1.17053987567,-2.44890509819,1
100747,2259,VBN,listed,-1.37561595171,-0.961146549924,-2.33676250164,1
100750,26,RB,resonably,-2.12564632899,0.309725246385,-1.81592108261,1
100751,6,VB,krave,-3.01016911157,1.46172833983,-1.54844077174,1
100756,1,JJ,fourish,,-1.28540636591,-1.28540636591,1
100760,89,RB,predictably,-1.73101504038,-0.302204301936,-2.03321934231,1
100761,2,VBG,outstsnding,,-1.28540636591,-1.28540636591,1
100763,1,VBG,cominging,,-1.28540636591,-1.28540636591,1
100765,1,VBN,exicited,-0.425206610853,0.425206610853,,1
100766,228,JJ,predictable,-1.36327886171,-0.986833193588,-2.3501120553,1
100780,1,JJ,peppary,,-1.28540636591,-1.28540636591,1
100783,1,JJ,unbeleiveable,,-1.28540636591,-1.28540636591,1
100785,1,JJ,seminary,,-1.28540636591,-1.28540636591,1
100811,1,RB,extreamely,-0.425206610853,0.425206610853,,1
100812,1,VBG,shumting,-0.425206610853,0.425206610853,,1
100814,71,JJ,60th,-1.71697273523,-0.325863327406,-2.04283606264,1
100815,4,VBN,nagged,-0.425206610853,0.425206610853,,1
100817,156,RB,eagerly,-1.90325390766,-0.02369848734,-1.926952395,1
100822,11,JJ,agressive,-1.29967572877,-1.12323416089,-2.42290988966,1
100825,2,RB,disdainfully,-1.42520661085,-0.860199755057,-2.28540636591,1
100831,11,VBN,miscalculated,-0.88463822949,-2.27523725434,-3.15987548383,1
100838,242,RB,kelly,-2.41333251056,0.708908794463,-1.7044237161,1
100839,2,JJ,flintstonian,-1.42520661085,-0.860199755057,-2.28540636591,1
100841,1,JJ,lyoneese,,-1.28540636591,-1.28540636591,1
100850,1,VBN,mastercrafted,,-1.28540636591,-1.28540636591,1
100851,4,VBG,trapping,-1.42520661085,-0.860199755057,-2.28540636591,1
100852,2,VBG,restarting,-0.425206610853,0.425206610853,,1
100868,1,JJ,unorganic,-0.425206610853,0.425206610853,,1
100869,1,RB,dishonorably,-0.425206610853,0.425206610853,,1
100872,1,JJ,contencious,,-1.28540636591,-1.28540636591,1
100873,50,VBG,departing,-1.54550084457,-0.628874208951,-2.17437505352,1
100874,1,VBN,reclined,,-1.28540636591,-1.28540636591,1
100875,1,JJ,asic,-0.425206610853,0.425206610853,,1
100876,1,VBG,eyeopening,,-1.28540636591,-1.28540636591,1
100878,1,RB,discourteously,-0.425206610853,0.425206610853,,1
100879,32,VBN,nominated,-1.42520661085,-0.860199755057,-2.28540636591,1
100880,1,JJ,soluble,,-1.28540636591,-1.28540636591,1
100881,4,RB,supposively,-0.840244110132,-2.44516225578,-3.28540636591,1
100883,4,JJ,malleable,-1.42520661085,-0.860199755057,-2.28540636591,1
100890,47,VBG,shuffling,-1.02559915214,-1.81439606544,-2.83999521759,1
100893,10,VBN,pickeled,-3.74713470574,2.30972524639,-1.43740945936,1
100902,1,JJ,unconcionable,-0.425206610853,0.425206610853,,1
100916,1,JJ,realjamaican,-0.425206610853,0.425206610853,,1
100919,3,VBG,sniping,,-1.28540636591,-1.28540636591,1
100921,1,VB,kittenish,-0.425206610853,0.425206610853,,1
100929,70557,RB,ever,-1.94610011714,0.0425971968695,-1.90350292027,1
100936,36,VBN,flanked,-2.13569999366,0.32422481608,-1.81147517758,1
100939,40,VBN,reprimanded,-0.65967186449,-3.36270009559,-4.02237196008,1
100953,138,VBN,deemed,-1.62684047202,-0.481688131803,-2.10852860383,1
100955,15,VBN,bled,-1.01016911157,-1.86019975506,-2.87036886663,1
100979,1,JJ,meattastic,,-1.28540636591,-1.28540636591,1
100991,2,VBN,invigorated,-1.42520661085,-0.860199755057,-2.28540636591,1
100995,59,VBG,twinkling,-3.13792465877,1.61373143328,-1.5241932255,1
101027,1,VBN,prettified,,-1.28540636591,-1.28540636591,1
101029,5,VBN,overwhlemed,-1.16217220502,-1.44516225578,-2.6073344608,1
101033,7,JJ,knowledable,-2.23256153291,0.46172833983,-1.77083319308,1
101047,1,RB,disgracefully,,-1.28540636591,-1.28540636591,1
101050,3,RB,breathlessly,-1.01016911157,-1.86019975506,-2.87036886663,1
101052,3,RB,puzzlingly,-2.01016911157,0.139800244943,-1.87036886663,1
101053,54,VBN,startled,-1.32211311789,-1.07432456041,-2.3964376783,1
101057,1,JJ,unpretenious,,-1.28540636591,-1.28540636591,1
101058,2,RB,obviousely,-1.42520661085,-0.860199755057,-2.28540636591,1
101059,1,VBN,seathed,-0.425206610853,0.425206610853,,1
101070,1,RB,flamingly,-0.425206610853,0.425206610853,,1
101074,19,VBG,writting,-1.6731341243,-0.40076813642,-2.07390226072,1
101077,2,VBN,harangued,-0.425206610853,0.425206610853,,1
101078,14,VBG,pandering,-1.23256153291,-1.27523725434,-2.50779878725,1
101080,1,VBG,seatiing,,-1.28540636591,-1.28540636591,1
101084,18,VBN,diverted,-1.78777669024,-0.208123058477,-1.99589974872,1
101088,1,VBG,unappelling,-0.425206610853,0.425206610853,,1
101090,5,VBN,ordrered,-1.74713470574,-0.275237254336,-2.02237196008,1
101094,1,RB,oogly,-0.425206610853,0.425206610853,,1
101100,4,VBG,harvesting,-2.42520661085,0.724762745664,-1.70044386519,1
101108,1,VBN,spected,-0.425206610853,0.425206610853,,1
101110,1,VBG,obeying,-0.425206610853,0.425206610853,,1
101118,281,VBN,trusted,-1.46160084811,-0.788306836575,-2.24990768469,1
101127,15,JJ,cumulative,-1.01016911157,-1.86019975506,-2.87036886663,1
101131,2,JJ,unextraordinary,-1.42520661085,-0.860199755057,-2.28540636591,1
101140,1,RB,outragiously,,-1.28540636591,-1.28540636591,1
101144,7918,RB,fairly,-1.53416956378,-0.649928760809,-2.18409832459,1
101146,7,JJ,superstitious,-0.910633438023,-2.18212784994,-3.09276128797,1
101154,1,JJ,pescan,,-1.28540636591,-1.28540636591,1
101160,1,JJ,fizive,,-1.28540636591,-1.28540636591,1
101163,2,JJ,vietnamnese,,-1.28540636591,-1.28540636591,1
101164,1,VB,tapen,,-1.28540636591,-1.28540636591,1
101170,2,VBN,rescinded,-1.42520661085,-0.860199755057,-2.28540636591,1
101178,2,VBG,waching,-0.425206610853,0.425206610853,,1
101187,1,VBG,havening,-0.425206610853,0.425206610853,,1
101188,10,RB,expensively,-1.74713470574,-0.275237254336,-2.02237196008,1
101194,56,RB,financially,-1.27836522252,-1.17053987567,-2.44890509819,1
101196,2,JJ,uncombed,-1.42520661085,-0.860199755057,-2.28540636591,1
101206,3,VBG,hemorrhaging,-2.01016911157,0.139800244943,-1.87036886663,1
101213,2,RB,texturely,,-1.28540636591,-1.28540636591,1
101216,730,JJ,formal,-2.43711337754,0.740616696865,-1.69649668067,1
101218,2,VBG,moderating,,-1.28540636591,-1.28540636591,1
101224,347,RB,casually,-1.96918070012,0.0778724957997,-1.89130820432,1
101228,4749,JJ,possible,-1.58401033375,-0.558352102796,-2.14236243655,1
101232,3646,RB,possibly,-1.67516347523,-0.397264684781,-2.07242816001,1
101246,1,VBG,advertisiting,,-1.28540636591,-1.28540636591,1
101250,1,RB,atmesphere,,-1.28540636591,-1.28540636591,1
101264,1,JJ,darwinian,,-1.28540636591,-1.28540636591,1
101276,1,RB,impecibally,,-1.28540636591,-1.28540636591,1
101278,187,VBN,sandwiched,-1.76264770511,-0.249474158271,-2.01212186338,1
101283,1,JJ,grubble,,-1.28540636591,-1.28540636591,1
101286,1,VBG,thinnking,-0.425206610853,0.425206610853,,1
101327,1,VBN,preocuppied,-0.425206610853,0.425206610853,,1
101334,1,VBN,mistakened,-0.425206610853,0.425206610853,,1
101339,1,RB,dinnershortly,-0.425206610853,0.425206610853,,1
101344,1,JJ,underpriveldged,-0.425206610853,0.425206610853,,1
101357,1,VBG,prciing,,-1.28540636591,-1.28540636591,1
101359,4,JJ,kous,-0.425206610853,0.425206610853,,1
101361,14,VBG,clipping,-0.647599032189,-3.44516225578,-4.09276128797,1
101368,3,RB,uneventfully,-0.425206610853,0.425206610853,,1
101389,2,JJ,spoonable,-1.42520661085,-0.860199755057,-2.28540636591,1
101393,1,RB,straggly,-0.425206610853,0.425206610853,,1
101399,15,JJ,foodish,-1.33209720646,-1.052844833,-2.38494203946,1
101426,546,VBN,proved,-1.91063343802,-0.0122028485022,-1.92283628653,1
101429,3,VBN,dealed,-2.01016911157,0.139800244943,-1.87036886663,1
101433,264,JJ,crumble,-2.12975072733,0.315650080342,-1.81410064698,1
101437,294,RB,crumbly,-1.45495395425,-0.801306066004,-2.25626002025,1
101448,25,VBN,protested,-0.821135287184,-2.52316476778,-3.34430005496,1
101449,3,RB,heartbreakingly,-2.01016911157,0.139800244943,-1.87036886663,1
101453,556,VBG,accomodating,-2.45668484233,0.766582921359,-1.69010192097,1
101460,10,VBG,conferring,-1.42520661085,-0.860199755057,-2.28540636591,1
101466,1,RB,inportantly,-0.425206610853,0.425206610853,,1
101467,165,VBD,skimped,-0.88463822949,-2.27523725434,-3.15987548383,1
101469,4,RB,directionally,,-1.28540636591,-1.28540636591,1
101473,1,VBN,maimed,,-1.28540636591,-1.28540636591,1
101481,2273,VBD,began,-1.33599005042,-1.04451584881,-2.38050589923,1
101488,1,RB,varly,-0.425206610853,0.425206610853,,1
101499,2,VBN,rebaked,-0.425206610853,0.425206610853,,1
101508,1,VBG,tonking,,-1.28540636591,-1.28540636591,1
101517,269,VBN,spaced,-1.94208012173,0.0364225050976,-1.90565761663,1
101519,3,VBG,weening,-2.01016911157,0.139800244943,-1.87036886663,1
101534,6,VBN,ved,-3.01016911157,1.46172833983,-1.54844077174,1
101548,2,JJ,uncofortable,-1.42520661085,-0.860199755057,-2.28540636591,1
101556,1,VBG,pivoting,-0.425206610853,0.425206610853,,1
101572,25,VBG,panning,-1.16217220502,-1.44516225578,-2.6073344608,1
101573,2,VBN,homebrewed,,-1.28540636591,-1.28540636591,1
101592,28,JJ,attic,-1.77312991427,-0.232168532444,-2.00529844672,1
101597,1,JJ,unrepresented,,-1.28540636591,-1.28540636591,1
101598,1,VBG,imprinting,,-1.28540636591,-1.28540636591,1
101605,2,VB,playpen,-0.425206610853,0.425206610853,,1
101620,2284,VBN,handed,-1.00512471818,-1.87538615887,-2.88051087705,1
101623,4,VBG,deadening,-2.42520661085,0.724762745664,-1.70044386519,1
101628,23,RB,illegally,-1.0418779713,-1.76709035067,-2.80896832197,1
101631,48,JJ,assertive,-1.92270627032,0.00653371407941,-1.91617255624,1
101635,2,VBG,cluing,,-1.28540636591,-1.28540636591,1
101637,1,JJ,uncanned,,-1.28540636591,-1.28540636591,1
101638,1,JJ,lectable,,-1.28540636591,-1.28540636591,1
101656,347,VBN,crumbled,-1.55111550815,-0.618493858664,-2.16960936681,1
101658,1,JJ,rattlecan,-0.425206610853,0.425206610853,,1
101679,371,JJ,marvelous,-3.75102862184,2.31405117179,-1.43697745006,1
101685,9,VBG,traversing,-2.01016911157,0.139800244943,-1.87036886663,1
101687,1,VBG,unfaltering,,-1.28540636591,-1.28540636591,1
101689,1,JJ,utililized,-0.425206610853,0.425206610853,,1
101690,1,JJ,sponteneous,-0.425206610853,0.425206610853,,1
101695,3968,JJ,positive,-1.14040116347,-1.50021854179,-2.64061970526,1
101697,1,VBN,fathered,,-1.28540636591,-1.28540636591,1
101699,166,RB,tightly,-1.63032104076,-0.475535904822,-2.10585694558,1
101705,1658,VBG,wondering,-1.27337755626,-1.18173629205,-2.45511384831,1
101713,1,VBN,realted,,-1.28540636591,-1.28540636591,1
101721,3,JJ,odious,-0.425206610853,0.425206610853,,1
101723,280,JJ,visual,-1.84024411013,-0.123234160891,-1.96347827102,1
101724,1,VBG,enjoyiing,-0.425206610853,0.425206610853,,1
101728,2,JJ,impassable,-0.425206610853,0.425206610853,,1
101730,1,JJ,indivdual,,-1.28540636591,-1.28540636591,1
101733,1,JJ,unedgy,,-1.28540636591,-1.28540636591,1
101735,214,VBN,valued,-1.62751478615,-0.480495328891,-2.10801011504,1
101739,1,JJ,marvolous,,-1.28540636591,-1.28540636591,1
101744,17,RB,nether,-0.812229733962,-2.5606394732,-3.37286920716,1
101748,1,JJ,maexican,,-1.28540636591,-1.28540636591,1
101762,1,VBN,postioned,-0.425206610853,0.425206610853,,1
101773,1,RB,fatherly,,-1.28540636591,-1.28540636591,1
101780,419,VBN,grossed,-0.66433783016,-3.33187496945,-3.99621279961,1
101781,1,VBG,noncarrying,-0.425206610853,0.425206610853,,1
101788,1,VBG,fellating,-0.425206610853,0.425206610853,,1
101789,1,VBG,reming,-0.425206610853,0.425206610853,,1
101791,2,JJ,etherial,,-1.28540636591,-1.28540636591,1
101796,8,VB,misshapen,-1.84024411013,-0.123234160891,-1.96347827102,1
101806,246,RB,shockingly,-1.36772111619,-0.977556705695,-2.34527782189,1
101808,10,JJ,disagreeable,-1.16217220502,-1.44516225578,-2.6073344608,1
101809,6,JJ,supersonic,-2.01016911157,0.139800244943,-1.87036886663,1
101814,1,VB,anaylize,,-1.28540636591,-1.28540636591,1
101820,1,JJ,unwinded,,-1.28540636591,-1.28540636591,1
101834,299,VBG,hiring,-1.00535209528,-1.87469932475,-2.88005142003,1
101836,8,VBN,maneuvered,-1.10327851597,-1.59716534922,-2.70044386519,1
101840,4,JJ,ecletic,-2.42520661085,0.724762745664,-1.70044386519,1
101846,1,VBN,heisted,,-1.28540636591,-1.28540636591,1
101864,1,VBG,yalking,-0.425206610853,0.425206610853,,1
