word,PMI_Positive,PMI_Negative,SOW,count,POS_Tag,tag
boastfully,-0.425206611,,-0.425206611,1,RB,1
smothered,-1.122303342,-2.669282934,1.546979592,1832,VBN,1
napalmed,,-1.285406366,1.285406366,1,VBN,1
latvian,,-1.285406366,1.285406366,1,JJ,1
cloking,,-1.285406366,1.285406366,1,VBG,1
scarmble,-0.425206611,,-0.425206611,1,JJ,1
deffinently,-0.425206611,,-0.425206611,6,RB,1
hounding,-1.184198511,-2.574912983,1.390714472,22,VBG,1
closable,-0.425206611,,-0.425206611,1,JJ,1
extemporaneous,-0.425206611,,-0.425206611,1,JJ,1
schlubbing,-0.425206611,,-0.425206611,1,VBG,1
knowagable,-0.425206611,,-0.425206611,1,JJ,1
scrumdidiliumptious,-0.425206611,,-0.425206611,1,JJ,1
theoretical,-2.747134706,-1.607334461,-1.139800245,5,JJ,1
reopening,-1.268481107,-2.461256201,1.192775094,61,VBG,1
dding,-1.425206611,-2.285406366,0.860199755,2,VBG,1
recalculated,,-1.285406366,1.285406366,4,VBN,1
shiftaced,,-1.285406366,1.285406366,1,VBN,1
resealable,,-1.285406366,1.285406366,3,JJ,1
qing,-2.010169112,-1.870368867,-0.139800245,3,VBG,1
inglorious,-1.425206611,-2.285406366,0.860199755,2,JJ,1
eerily,-1.595131612,-2.133403272,0.53827166,63,RB,1
snuggly,-0.747134706,-3.607334461,2.860199755,5,RB,1
venerable,-1.065664224,-2.765399307,1.699735083,53,JJ,1
propmtly,,-1.285406366,1.285406366,1,RB,1
comlicated,-0.425206611,,-0.425206611,1,VBN,1
raosting,,-1.285406366,1.285406366,1,VBG,1
complicating,-1.425206611,-2.285406366,0.860199755,2,VBG,1
surprsiningly,-0.425206611,,-0.425206611,1,RB,1
everywhere,-1.244800264,-2.491640327,1.246840063,3581,RB,1
underrated,-0.582250321,-4.56274431,3.980493989,223,JJ,1
linened,-0.425206611,,-0.425206611,2,VBN,1
horking,-1.010169112,-2.870368867,1.860199755,3,VBG,1
spaltese,-0.425206611,,-0.425206611,1,JJ,1
friendly,-0.792177133,-3.440034664,2.647857531,75052,RB,1
scibbled,,-1.285406366,1.285406366,1,VBN,1
awing,-0.425206611,,-0.425206611,1,VBG,1
rattling,-2.180094113,-1.792366355,-0.387727758,27,VBG,1
buisinessterrible,,-1.285406366,1.285406366,1,JJ,1
wilmerding,-0.425206611,,-0.425206611,1,VBG,1
rationalizing,-1.425206611,-2.285406366,0.860199755,2,VBG,1
defanatly,-0.425206611,,-0.425206611,1,RB,1
scottsdaleian,,-1.285406366,1.285406366,1,JJ,1
pacified,-3.010169112,-1.548440772,-1.46172834,6,VBN,1
apoligetic,-2.010169112,-1.870368867,-0.139800245,3,JJ,1
instinctually,-0.425206611,,-0.425206611,1,RB,1
intorduced,,-1.285406366,1.285406366,1,JJ,1
affectionatly,-0.425206611,,-0.425206611,1,RB,1
fooding,-1.162172205,-2.607334461,1.445162256,5,VBG,1
looping,-0.595131612,-4.455331367,3.860199755,9,VBG,1
enterprising,-2.010169112,-1.870368867,-0.139800245,6,VBG,1
kidnapped,-0.773129914,-3.507798787,2.734668873,14,VBD,1
unerwhelming,,-1.285406366,1.285406366,1,VBG,1
topiary,-1.425206611,-2.285406366,0.860199755,8,JJ,1
wereonly,,-1.285406366,1.285406366,1,RB,1
formally,-0.984634019,-2.922836287,1.938202267,56,RB,1
charming,-0.785233241,-3.464268919,2.679035679,2024,VBG,1
unsulfured,-0.425206611,,-0.425206611,1,JJ,1
iminfoodheaven,-0.425206611,,-0.425206611,1,RB,1
unanticipated,-0.425206611,,-0.425206611,1,JJ,1
unhelthy,-0.425206611,,-0.425206611,1,JJ,1
defective,-3.747134706,-1.437409459,-2.309725246,10,JJ,1
unseated,,-1.285406366,1.285406366,3,JJ,1
breadded,,-1.285406366,1.285406366,1,VBN,1
apprenticing,-0.425206611,,-0.425206611,2,VBG,1
fouled,-2.425206611,-1.700443865,-0.724762746,8,VBN,1
incrdible,-0.425206611,,-0.425206611,1,JJ,1
abosolutely,-0.425206611,,-0.425206611,2,RB,1
introduced,-0.786454027,-3.459970262,2.673516235,1869,VBN,1
reaming,-2.425206611,-1.700443865,-0.724762746,4,VBG,1
asksanyway,,-1.285406366,1.285406366,1,RB,1
woodenly,,-1.285406366,1.285406366,1,RB,1
barcoded,,-1.285406366,1.285406366,1,VBN,1
sniffling,-1.617851689,-2.115481364,0.497629676,16,VBG,1
earting,-0.425206611,,-0.425206611,1,VBG,1
overcocked,,-1.285406366,1.285406366,1,VBN,1
overcharged,-3.514641694,-1.46571585,-2.048925845,366,VBN,1
deformed,-3.010169112,-1.548440772,-1.46172834,12,VBN,1
indulgently,-0.425206611,,-0.425206611,4,RB,1
quivered,-0.425206611,,-0.425206611,2,VBN,1
investigative,-1.010169112,-2.870368867,1.860199755,3,JJ,1
separating,-1.481349689,-2.231366526,0.750016837,131,VBG,1
relunctantly,,-1.285406366,1.285406366,1,RB,1
maximized,-0.84024411,-3.285406366,2.445162256,8,VBN,1
pescinarian,-0.425206611,,-0.425206611,1,JJ,1
yodeling,,-1.285406366,1.285406366,3,VBG,1
determining,-1.794440421,-1.991675163,0.197234742,31,VBG,1
rushed,-1.431259281,-2.279378983,0.848119702,3344,VBN,1
outrunning,-0.425206611,,-0.425206611,1,VBG,1
powerful,-0.941689374,-3.017926055,2.076236681,216,JJ,1
tinkering,-0.747134706,-3.607334461,2.860199755,10,VBG,1
avowed,-0.84024411,-3.285406366,2.445162256,4,VBN,1
rockclimbing,-0.425206611,,-0.425206611,2,VBG,1
thed,,-1.285406366,1.285406366,1,VBN,1
submitted,-1.850512446,-1.957352168,0.106839723,94,VBN,1
touted,-1.758944008,-2.014552456,0.255608448,184,VBN,1
succinctly,-1.425206611,-2.285406366,0.860199755,14,RB,1
retured,-0.425206611,,-0.425206611,1,VBN,1
deeeeeeeelicious,-0.425206611,,-0.425206611,2,JJ,1
duely,-0.425206611,,-0.425206611,1,RB,1
blackjacked,-0.425206611,,-0.425206611,1,VBN,1
snowed,-1.088171624,-2.725978957,1.637807334,19,VBN,1
intrinsic,-1.562710135,-2.159875484,0.597165349,11,JJ,1
deliccious,-0.425206611,,-0.425206611,1,JJ,1
misadvertised,,-1.285406366,1.285406366,1,VBN,1
landscaping,-0.999900776,-2.891127427,1.891226651,70,VBG,1
astonishing,-1.303216086,-2.418672897,1.11545681,68,VBG,1
cartoonized,-0.425206611,,-0.425206611,1,VBN,1
sprinkinling,,-1.285406366,1.285406366,1,VBG,1
splintering,-1.425206611,-2.285406366,0.860199755,2,VBG,1
telepathically,-0.84024411,-3.285406366,2.445162256,4,RB,1
experiancing,-0.425206611,,-0.425206611,1,VBG,1
especially,-1.024414599,-2.84229306,1.817878461,25291,RB,1
obsequious,-1.125646329,-2.663917989,1.53827166,26,JJ,1
cicely,-0.425206611,,-0.425206611,2,RB,1
whimiscal,-0.425206611,,-0.425206611,1,JJ,1
recollecting,-1.425206611,-2.285406366,0.860199755,2,VBG,1
reapplying,,-1.285406366,1.285406366,1,VBG,1
displeasured,-0.425206611,,-0.425206611,1,VBN,1
tuned,-1.088171624,-2.725978957,1.637807334,266,VBN,1
slimed,-2.425206611,-1.700443865,-0.724762746,4,VBN,1
shrouded,-0.910633438,-3.092761288,2.18212785,7,VBD,1
scrumdidlyumptious,-0.425206611,,-0.425206611,1,JJ,1
operated,-0.684465973,-3.889393692,3.204927719,687,VBN,1
intending,-1.524742284,-2.192296962,0.667554677,75,VBG,1
unshaved,,-1.285406366,1.285406366,1,JJ,1
overrating,-1.010169112,-2.870368867,1.860199755,3,VBG,1
foodgasmic,-0.747134706,-3.607334461,2.860199755,10,JJ,1
monstrously,-0.972694406,-2.948371379,1.975676972,19,RB,1
epanding,-0.425206611,,-0.425206611,1,VBG,1
evidentially,-2.010169112,-1.870368867,-0.139800245,3,RB,1
ographic,-0.425206611,,-0.425206611,1,JJ,1
replying,-2.299675729,-1.744837985,-0.554837744,22,VBG,1
erased,-1.479654395,-2.232938946,0.753284551,27,VBN,1
reccommened,-0.425206611,,-0.425206611,2,VBN,1
swed,-0.425206611,,-0.425206611,1,VBN,1
pranking,,-1.285406366,1.285406366,2,VBG,1
reclassified,,-1.285406366,1.285406366,1,VBN,1
amberly,-0.425206611,,-0.425206611,1,RB,1
condtioned,,-1.285406366,1.285406366,1,VBN,1
noiselessly,,-1.285406366,1.285406366,1,RB,1
phofilled,-0.425206611,,-0.425206611,1,VBN,1
queuing,-1.162172205,-2.607334461,1.445162256,10,VBG,1
renaming,-2.425206611,-1.700443865,-0.724762746,12,VBG,1
disenchantingly,,-1.285406366,1.285406366,1,RB,1
liceous,-0.425206611,,-0.425206611,1,JJ,1
identifiable,-1.676745378,-2.071281561,0.394536183,50,JJ,1
hearted,-1.269928385,-2.459435766,1.18950738,176,VBN,1
ovewhemling,-0.425206611,,-0.425206611,1,VBG,1
thereby,-1.335939273,-2.380563599,1.044624326,47,RB,1
divvying,-1.425206611,-2.285406366,0.860199755,4,VBG,1
holllly,-0.425206611,,-0.425206611,1,RB,1
addimately,,-1.285406366,1.285406366,1,RB,1
vegasian,,-1.285406366,1.285406366,2,JJ,1
impeccably,-0.61503117,-4.305305923,3.690274754,146,RB,1
impulsive,-0.910633438,-3.092761288,2.18212785,7,JJ,1
impeccable,-0.586237157,-4.528532893,3.942295736,2850,JJ,1
scarcely,-1.884638229,-1.937483062,0.052844833,11,RB,1
neuropathy,-0.425206611,,-0.425206611,1,JJ,1
placating,-0.425206611,,-0.425206611,2,VBG,1
weated,-0.425206611,,-0.425206611,1,VBN,1
lustfully,-1.425206611,-2.285406366,0.860199755,2,RB,1
accomidating,-0.737150617,-3.647976445,2.910825828,36,VBG,1
advertised,-1.886637016,-1.936342141,0.049705125,1264,JJ,1
recomending,-1.747134706,-2.02237196,0.275237254,5,VBG,1
necessary,-1.20947792,-2.539162958,1.329685038,1364,JJ,1
surpsied,,-1.285406366,1.285406366,1,VBN,1
recommned,-0.84024411,-3.285406366,2.445162256,4,VBN,1
mangaged,,-1.285406366,1.285406366,1,VBN,1
lose,-1.514529794,-2.20129258,0.686762786,1649,VB,1
tastetastic,-1.425206611,-2.285406366,0.860199755,2,JJ,1
steaming,-1.045767905,-2.801702846,1.755934941,718,VBG,1
broad,-1.047765898,-2.797992811,1.750226913,311,JJ,1
octogenarian,-1.84024411,-1.963478271,0.123234161,8,JJ,1
reaching,-1.505525775,-2.209323973,0.703798198,277,VBG,1
consistemtly,-0.425206611,,-0.425206611,1,RB,1
greening,-0.425206611,,-0.425206611,1,VBG,1
ssubtituted,-0.425206611,,-0.425206611,1,VBN,1
mudholing,-0.425206611,,-0.425206611,1,VBG,1
informally,-0.425206611,,-0.425206611,1,RB,1
fettered,,-1.285406366,1.285406366,1,VBN,1
previously,-1.569886363,-2.153922441,0.584036077,1572,RB,1
subsidizing,-0.747134706,-3.607334461,2.860199755,5,VBG,1
pervious,-3.010169112,-1.548440772,-1.46172834,6,JJ,1
heeeeere,,-1.285406366,1.285406366,1,RB,1
feting,-0.425206611,,-0.425206611,1,VBG,1
hurted,,-1.285406366,1.285406366,2,VBN,1
meachanical,-0.425206611,,-0.425206611,1,JJ,1
mooching,-1.425206611,-2.285406366,0.860199755,8,VBG,1
skewing,,-1.285406366,1.285406366,6,VBG,1
cavalierly,,-1.285406366,1.285406366,2,RB,1
unconcious,-0.425206611,,-0.425206611,2,JJ,1
terrrible,,-1.285406366,1.285406366,4,JJ,1
blaming,-3.504933803,-1.467013172,-2.037920631,93,VBG,1
sprinkling,-1.280156278,-2.446687273,1.166530995,208,VBG,1
kowtowing,-1.010169112,-2.870368867,1.860199755,3,VBG,1
reaalllllllly,-1.010169112,-2.870368867,1.860199755,3,RB,1
scoffingly,,-1.285406366,1.285406366,1,RB,1
suggestively,-0.84024411,-3.285406366,2.445162256,4,RB,1
urging,-1.354817283,-2.359406947,1.004589664,40,VBG,1
diligently,-1.039916455,-2.812653369,1.772736914,49,RB,1
speclial,-0.425206611,,-0.425206611,1,JJ,1
anticipating,-1.381814015,-2.330144681,0.948330665,262,VBG,1
appropritately,-0.425206611,,-0.425206611,1,RB,1
disservicing,-0.425206611,,-0.425206611,1,VBG,1
dssapointing,,-1.285406366,1.285406366,1,VBG,1
esentially,-0.425206611,,-0.425206611,1,RB,1
additionally,-1.339263882,-2.37679491,1.037531028,782,RB,1
comlaining,,-1.285406366,1.285406366,1,VBG,1
foreshadowing,-1.647599032,-2.092761288,0.445162256,14,VBG,1
compromised,-1.352694111,-2.361757252,1.009063141,97,VBN,1
unimaginative,-2.731867949,-1.611176527,-1.120691422,94,JJ,1
flawored,,-1.285406366,1.285406366,1,VBN,1
perverted,-1.540683828,-2.178491162,0.637807334,26,VBN,1
genormous,-0.425206611,,-0.425206611,1,JJ,1
sweltering,-1.196937623,-2.556708388,1.359770765,70,VBG,1
unregrettably,,-1.285406366,1.285406366,1,RB,1
unexceptional,-2.714713228,-1.615554968,-1.09915826,44,JJ,1
irrationally,-1.425206611,-2.285406366,0.860199755,4,RB,1
chemically,-1.803718234,-1.985846084,0.18212785,26,RB,1
nemore,-0.425206611,,-0.425206611,1,RB,1
simultaneuosly,-0.425206611,,-0.425206611,1,RB,1
likely,-1.523107121,-2.193729252,0.670622131,4283,JJ,1
huffing,-2.283187606,-1.751069938,-0.532117668,29,VBG,1
wellbeing,,-1.285406366,1.285406366,1,VBG,1
flittering,-1.425206611,-2.285406366,0.860199755,2,VBG,1
undisputed,-0.910633438,-3.092761288,2.18212785,21,JJ,1
snared,-0.425206611,,-0.425206611,1,VBN,1
miserably,-2.096583863,-1.829028071,-0.267555792,172,RB,1
disposable,-1.766243529,-2.009771923,0.243528395,152,JJ,1
literrally,-1.425206611,-2.285406366,0.860199755,2,RB,1
sichuanese,-0.425206611,,-0.425206611,7,JJ,1
oozed,-0.995062219,-2.901065664,1.906003445,95,VBN,1
rafting,-1.010169112,-2.870368867,1.860199755,3,VBG,1
fantastic,-0.615160663,-4.304385418,3.689224755,25939,JJ,1
frogged,-0.425206611,,-0.425206611,2,VBN,1
tertiary,,-1.285406366,1.285406366,2,JJ,1
faaaabulous,-1.425206611,-2.285406366,0.860199755,2,JJ,1
vegetrian,-0.425206611,,-0.425206611,2,JJ,1
underseaoned,,-1.285406366,1.285406366,1,JJ,1
continiously,,-1.285406366,1.285406366,1,RB,1
bulleted,,-1.285406366,1.285406366,1,VBN,1
saccharinely,-0.425206611,,-0.425206611,1,RB,1
wadding,-0.425206611,,-0.425206611,1,VBG,1
exploitative,,-1.285406366,1.285406366,1,JJ,1
fking,-3.425206611,-1.478051444,-1.947155167,8,VBG,1
papagobrewing,-0.425206611,,-0.425206611,1,VBG,1
unmarked,-1.177279097,-2.584966648,1.40768755,32,JJ,1
huskily,-0.425206611,,-0.425206611,1,RB,1
stressing,-1.425206611,-2.285406366,0.860199755,26,VBG,1
simian,-1.010169112,-2.870368867,1.860199755,3,JJ,1
aaaahed,-0.425206611,,-0.425206611,1,VBN,1
amazing,-0.617670144,-4.286677819,3.669007675,74922,VBG,1
resondable,-0.425206611,,-0.425206611,1,JJ,1
housecleaning,-2.010169112,-1.870368867,-0.139800245,3,VBG,1
ridunkulous,-1.010169112,-2.870368867,1.860199755,3,JJ,1
espacial,-0.425206611,,-0.425206611,1,JJ,1
plaintively,,-1.285406366,1.285406366,1,RB,1
asured,-0.425206611,,-0.425206611,1,VBN,1
aaaaaaaaaaaaaauthentic,-0.425206611,,-0.425206611,1,JJ,1
scooting,-0.78777669,-3.455331367,2.667554677,9,VBG,1
alluringly,-0.425206611,,-0.425206611,1,RB,1
chickened,-1.425206611,-2.285406366,0.860199755,8,VBN,1
gunning,-1.647599032,-2.092761288,0.445162256,7,VBG,1
vegetatrian,-0.425206611,,-0.425206611,1,JJ,1
genovese,-0.545500845,-4.929262556,4.383761711,25,JJ,1
arrested,-1.568164565,-2.155345825,0.587181261,53,VBN,1
honsetly,,-1.285406366,1.285406366,1,RB,1
spectabulous,-0.425206611,,-0.425206611,1,JJ,1
postapocalyptic,-0.425206611,,-0.425206611,1,JJ,1
loooooooooooved,,-1.285406366,1.285406366,1,VBN,1
languish,-0.84024411,-3.285406366,2.445162256,4,JJ,1
ascending,-0.714713228,-3.744837985,3.030124757,11,VBG,1
undermelted,,-1.285406366,1.285406366,1,JJ,1
operable,-1.425206611,-2.285406366,0.860199755,4,JJ,1
shived,-0.425206611,,-0.425206611,1,VBN,1
punctuated,-1.242342554,-2.494859732,1.252517178,37,VBN,1
schlepping,-1.540683828,-2.178491162,0.637807334,13,VBG,1
duplicitous,,-1.285406366,1.285406366,1,JJ,1
warped,-1.072904867,-2.752532376,1.679627509,47,VBD,1
provencal,-1.532121815,-2.185870692,0.653748878,56,JJ,1
immensely,-0.762902022,-3.545933916,2.783031895,345,RB,1
unwary,-0.425206611,,-0.425206611,1,JJ,1
searingly,-0.425206611,,-0.425206611,4,RB,1
traordinary,-1.425206611,-2.285406366,0.860199755,2,JJ,1
whetting,-0.425206611,,-0.425206611,4,VBG,1
yingling,,-1.285406366,1.285406366,1,VBG,1
dessous,-0.425206611,,-0.425206611,1,JJ,1
evaporated,-1.425206611,-2.285406366,0.860199755,36,VBN,1
achieved,-0.998096279,-2.89482191,1.896725631,119,VBN,1
particuarly,-0.84024411,-3.285406366,2.445162256,4,RB,1
unshredded,,-1.285406366,1.285406366,2,JJ,1
telly,-0.894691894,-3.133403272,2.238711378,18,RB,1
jealously,-1.747134706,-2.02237196,0.275237254,10,RB,1
untensly,-0.425206611,,-0.425206611,1,RB,1
worsening,,-1.285406366,1.285406366,4,VBG,1
salubrious,-0.425206611,,-0.425206611,1,JJ,1
dejected,-1.425206611,-2.285406366,0.860199755,10,VBN,1
amerhican,-0.425206611,,-0.425206611,1,JJ,1
unadjusted,,-1.285406366,1.285406366,1,JJ,1
breathed,-0.910633438,-3.092761288,2.18212785,35,VBN,1
technicolored,,-1.285406366,1.285406366,1,VBN,1
commemorating,-0.425206611,,-0.425206611,6,VBG,1
cous,-0.91344434,-3.0857579,2.17231356,411,JJ,1
soacked,-0.425206611,,-0.425206611,1,VBN,1
fooled,-1.192499134,-2.563006885,1.370507751,657,VBN,1
probrably,,-1.285406366,1.285406366,1,RB,1
imploded,-1.273203517,-2.455331367,1.18212785,9,VBN,1
gratuitied,-0.425206611,,-0.425206611,1,VBN,1
jailed,,-1.285406366,1.285406366,2,VBN,1
intimadating,-0.425206611,,-0.425206611,1,VBG,1
uctuous,-0.425206611,,-0.425206611,1,JJ,1
revolved,-0.84024411,-3.285406366,2.445162256,16,VBN,1
schwing,-0.425206611,,-0.425206611,3,VBG,1
nonsmoking,-1.184198511,-2.574912983,1.390714472,22,VBG,1
eary,,-1.285406366,1.285406366,1,JJ,1
humanly,-0.955721328,-2.985846084,2.030124757,52,RB,1
eithic,-0.425206611,,-0.425206611,1,JJ,1
ratting,-0.425206611,,-0.425206611,8,VBG,1
nontraditional,-0.984634019,-2.922836287,1.938202267,28,JJ,1
incorporating,-0.636710716,-4.159875484,3.523164768,44,VBG,1
artificial,-1.694863959,-2.058301817,0.363437858,393,JJ,1
orgasmic,-0.661812891,-4.010299128,3.348486236,357,JJ,1
vegasdining,-0.425206611,,-0.425206611,1,VBG,1
slaughtered,-1.577209704,-2.147902842,0.570693138,20,VBN,1
suggested,-1.0457816,-2.801677365,1.755895765,4737,VBN,1
enedible,,-1.285406366,1.285406366,1,JJ,1
jotted,-1.318291407,-2.400883583,1.082592176,13,VBN,1
presumably,-2.165054714,-1.798745939,-0.366308775,167,RB,1
faaaaantastic,-0.425206611,,-0.425206611,1,JJ,1
presumable,,-1.285406366,1.285406366,2,JJ,1
flatlined,,-1.285406366,1.285406366,2,VBN,1
liscious,-1.425206611,-2.285406366,0.860199755,2,JJ,1
tiny,-1.52749815,-2.18988989,0.662391741,7860,JJ,1
ting,-0.821135287,-3.344300055,2.523164768,50,VBG,1
belhaven,,-1.285406366,1.285406366,4,RB,1
ventian,-0.84024411,-3.285406366,2.445162256,8,JJ,1
ammmmmaaaaazzzing,-0.425206611,,-0.425206611,1,VBG,1
shattering,-1.378664025,-2.333500654,0.954836629,122,VBG,1
tolled,-1.425206611,-2.285406366,0.860199755,4,VBN,1
deepen,-0.425206611,,-0.425206611,3,VB,1
topen,,-1.285406366,1.285406366,1,VB,1
sneering,-3.232561533,-1.507798787,-1.724762746,14,VBG,1
pessimistic,-0.803718234,-3.400883583,2.597165349,13,JJ,1
seved,-1.010169112,-2.870368867,1.860199755,6,VBN,1
positiviely,,-1.285406366,1.285406366,1,RB,1
powereing,-0.425206611,,-0.425206611,1,VBG,1
mauling,-1.425206611,-2.285406366,0.860199755,2,VBG,1
fabulously,-0.601363566,-4.406421767,3.805058201,87,RB,1
waging,-1.425206611,-2.285406366,0.860199755,4,VBG,1
debuted,-0.688241017,-3.870368867,3.18212785,6,VBN,1
mussiest,,-1.285406366,1.285406366,1,JJS,1
changed,-1.584186778,-2.142219318,0.55803254,7485,VBN,1
shoveling,-0.929679194,-3.046218702,2.116539508,61,VBG,1
ousted,-2.010169112,-1.870368867,-0.139800245,6,VBN,1
karst,-0.425206611,,-0.425206611,1,VB,1
visted,-0.855840965,-3.239602676,2.383761711,31,VBN,1
hastening,-0.425206611,,-0.425206611,1,VBG,1
unicorn,-0.887549825,-3.152139835,2.26459001,62,JJ,1
rebranding,-2.425206611,-1.700443865,-0.724762746,4,VBG,1
proubly,-0.425206611,,-0.425206611,1,RB,1
yet,-1.071657293,-2.754736612,1.683079319,18610,RB,1
unable,-1.641891546,-2.09705677,0.455165224,925,JJ,1
bantered,-0.884638229,-3.159875484,2.275237254,11,VBN,1
save,-1.48036451,-2.232279867,0.751915357,6878,VB,1
trimming,-1.858166018,-1.952831027,0.094665009,27,VBG,1
bizounced,,-1.285406366,1.285406366,1,VBN,1
reasked,,-1.285406366,1.285406366,1,VBN,1
sapped,-2.425206611,-1.700443865,-0.724762746,4,VBD,1
smiting,-0.425206611,,-0.425206611,1,VBG,1
elderly,-1.671700746,-2.074945613,0.403244867,503,RB,1
vaulted,-0.731867949,-3.670070216,2.938202267,47,VBN,1
shuttled,-1.425206611,-2.285406366,0.860199755,12,VBN,1
tpyical,-0.425206611,,-0.425206611,1,JJ,1
klokken,-0.425206611,,-0.425206611,1,VB,1
genral,-1.425206611,-2.285406366,0.860199755,2,JJ,1
uncoated,,-1.285406366,1.285406366,1,JJ,1
runing,-2.747134706,-1.607334461,-1.139800245,5,VBG,1
unfortuanetly,-1.425206611,-2.285406366,0.860199755,2,RB,1
subsational,-0.425206611,,-0.425206611,1,JJ,1
subwhelming,,-1.285406366,1.285406366,1,VBG,1
digestible,-3.232561533,-1.507798787,-1.724762746,14,JJ,1
inedible,-4.07198176,-1.405447056,-2.666534704,1979,JJ,1
inedibly,-2.927706951,-1.565514285,-1.362192666,17,RB,1
reaaaaaalllly,-0.425206611,,-0.425206611,1,RB,1
fumed,-1.010169112,-2.870368867,1.860199755,3,VBN,1
scalded,-1.562710135,-2.159875484,0.597165349,11,VBD,1
thinned,-2.095058009,-1.829726882,-0.265331127,35,VBN,1
hebusual,-0.425206611,,-0.425206611,1,JJ,1
abolognese,,-1.285406366,1.285406366,1,JJ,1
hillybilly,-0.425206611,,-0.425206611,1,RB,1
somewwhere,,-1.285406366,1.285406366,1,RB,1
flying,-1.072299211,-2.753601801,1.68130259,1032,VBG,1
rerouted,-0.425206611,,-0.425206611,3,VBN,1
vacated,-1.503209123,-2.211405784,0.708196662,38,VBN,1
newlewed,-0.425206611,,-0.425206611,1,VBN,1
unpadded,-0.425206611,,-0.425206611,1,JJ,1
prettily,-1.010169112,-2.870368867,1.860199755,12,RB,1
brouilly,-0.425206611,,-0.425206611,1,RB,1
imbibing,-0.975403693,-2.942518652,1.967114959,41,VBG,1
horrifying,-2.441508423,-1.695050606,-0.746457817,89,VBG,1
spotlighted,-0.688241017,-3.870368867,3.18212785,6,VBN,1
muffing,-2.425206611,-1.700443865,-0.724762746,4,VBG,1
pimpled,,-1.285406366,1.285406366,2,VBN,1
fraternal,-1.010169112,-2.870368867,1.860199755,3,JJ,1
marking,-1.688241017,-2.063013945,0.374772928,60,VBG,1
wewere,-0.425206611,,-0.425206611,1,RB,1
holly,-0.815791066,-3.361355219,2.545564153,156,RB,1
pouted,-1.425206611,-2.285406366,0.860199755,4,VBN,1
servred,-0.425206611,,-0.425206611,2,VBN,1
braking,-1.425206611,-2.285406366,0.860199755,4,VBG,1
availed,-0.425206611,,-0.425206611,1,VBN,1
yumolicious,-0.425206611,,-0.425206611,1,JJ,1
stripping,-3.884638229,-1.42290989,-2.46172834,11,VBG,1
hologramed,,-1.285406366,1.285406366,1,VBN,1
cking,-1.382137889,-2.329800485,0.947662596,66,VBG,1
lethargically,-2.010169112,-1.870368867,-0.139800245,3,RB,1
involved,-1.233339057,-2.50676274,1.273423684,928,VBN,1
corteous,-1.425206611,-2.285406366,0.860199755,4,JJ,1
treaded,,-1.285406366,1.285406366,1,VBD,1
infomral,-0.425206611,,-0.425206611,1,JJ,1
screechingly,,-1.285406366,1.285406366,1,RB,1
scrumpdidleyumptous,-0.425206611,,-0.425206611,1,JJ,1
wained,,-1.285406366,1.285406366,1,VBN,1
nething,,-1.285406366,1.285406366,1,VBG,1
noshing,-0.887549825,-3.152139835,2.26459001,62,VBG,1
defying,-1.562710135,-2.159875484,0.597165349,11,VBG,1
advised,-1.735994148,-2.029847081,0.293852933,903,VBN,1
unworn,,-1.285406366,1.285406366,1,JJ,1
swapping,-1.232561533,-2.507798787,1.275237254,49,VBG,1
surgically,-1.688241017,-2.063013945,0.374772928,12,RB,1
rhapsodizing,-1.425206611,-2.285406366,0.860199755,2,VBG,1
unexpected,-0.866007206,-3.210767565,2.344760359,904,JJ,1
adicted,-0.425206611,,-0.425206611,2,VBN,1
dealing,-1.720013363,-2.040740316,0.320726953,606,VBG,1
ravenous,-1.216619989,-2.529331949,1.31271196,135,JJ,1
international,-1.15006039,-2.625694998,1.475634608,514,JJ,1
worming,,-1.285406366,1.285406366,1,VBG,1
filled,-1.072569176,-2.753124963,1.680555788,10170,VBN,1
rebuying,-0.425206611,,-0.425206611,1,VBG,1
numourous,,-1.285406366,1.285406366,1,JJ,1
crving,-1.425206611,-2.285406366,0.860199755,2,VBG,1
diapointing,,-1.285406366,1.285406366,1,VBG,1
wearily,-2.425206611,-1.700443865,-0.724762746,4,RB,1
exemplified,-0.78777669,-3.455331367,2.667554677,18,VBN,1
vegestable,,-1.285406366,1.285406366,1,JJ,1
nagative,-0.425206611,,-0.425206611,1,JJ,1
slackened,,-1.285406366,1.285406366,2,VBN,1
recounting,-1.062636531,-2.770833193,1.708196662,14,VBG,1
sensous,-0.425206611,,-0.425206611,1,JJ,1
merely,-1.899775314,-1.928904078,0.029128764,503,RB,1
hulled,-0.425206611,,-0.425206611,3,VBN,1
connebased,-0.425206611,,-0.425206611,1,VBN,1
protugese,-0.425206611,,-0.425206611,1,JJ,1
mackeral,-1.103278516,-2.700443865,1.597165349,32,JJ,1
descaled,-0.425206611,,-0.425206611,1,VBN,1
sweating,-1.416938995,-2.293721634,0.876782639,348,VBG,1
spiffing,-1.010169112,-2.870368867,1.860199755,3,VBG,1
transcendentally,-0.425206611,,-0.425206611,2,RB,1
franglish,-0.425206611,,-0.425206611,1,JJ,1
unequaled,-1.425206611,-2.285406366,0.860199755,6,JJ,1
frenchish,-0.425206611,,-0.425206611,1,JJ,1
reelected,,-1.285406366,1.285406366,1,VBN,1
making,-1.197559255,-2.555829986,1.35827073,14211,VBG,1
karaokeing,-0.425206611,,-0.425206611,1,VBG,1
nearest,-1.468275333,-2.24358619,0.775310857,340,JJS,1
